id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,timezone
32055,NTGW,small_airport,Nukutavake Airport,-19.284613,-138.768367,17.0,OC,PF,PF-U-A,Nukutavake,no,NTGW,NUK,,,,,Pacific/Tahiti
4996,NTGY,small_airport,Tureia Airport,-20.784262,-138.56796,12.0,OC,PF,PF-U-A,Tureia,no,NTGY,ZTA,,,https://en.wikipedia.org/wiki/Tureia_Airport,,Pacific/Tahiti
4997,NTHE,medium_airport,Ahe Airport,-14.428099632263184,-146.2570037841797,11.0,OC,PF,PF-U-A,Ahe Atoll,yes,NTHE,AHE,,http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf,https://en.wikipedia.org/wiki/Ahe_Airport,Tenukupara,Pacific/Tahiti
31752,NTKA,small_airport,Kauehi Airport,-15.780622,-145.128443,13.0,OC,PF,PF-U-A,Kauehi,no,NTKA,KHZ,,,https://en.wikipedia.org/wiki/Kauehi_Aerodrome,,Pacific/Tahiti
4998,NTKF,small_airport,Faaite Airport,-16.68657,-145.329394,7.0,OC,PF,PF-U-A,Faaite,no,NTKF,FAC,,,,,Pacific/Tahiti
31128,NTKH,small_airport,Fakahina Airport,-15.992259,-140.164246,3.0,OC,PF,PF-U-A,Fakahina,no,NTKH,FHZ,,,,,Pacific/Tahiti
4999,NTKK,small_airport,Aratika Nord Airport,-15.4853000641,-145.470001221,10.0,OC,PF,PF-U-A,,no,NTKK,RKA,,,,,Pacific/Tahiti
32050,NTKM,small_airport,Takume Airport,-15.857434,-142.266469,7.0,OC,PF,PF-U-A,Takume,no,NTKM,TJN,,,,Ohomo,Pacific/Tahiti
313344,NTKN,small_airport,Naiu Airport,-16.1191,-146.3683,50.0,OC,PF,PF-U-A,Naiu Atoll,no,NTKN,NIU,,,,Tupana,Pacific/Tahiti
302302,NTKO,small_airport,Raroia Airport,-16.050485,-142.476568,18.0,OC,PF,PF-U-A,Raroia,no,NTKO,RRR,,,https://en.wikipedia.org/wiki/Raroia_Airport,,Pacific/Tahiti
5000,NTKR,medium_airport,Takaroa Airport,-14.45580005645752,-145.02499389648438,13.0,OC,PF,PF-U-A,,yes,NTKR,TKX,,,https://en.wikipedia.org/wiki/Takaroa_Airport,,Pacific/Tahiti
32051,NTKT,small_airport,Katiu Airport,-16.3393993378,-144.402999878,7.0,OC,PF,PF-U-A,Katiu,no,NTKT,KXU,,,,Taungataki,Pacific/Tahiti
313348,NTKU,small_airport,Nukutepipi Airport,-20.700054,-143.045933,32.0,OC,PF,PF-U-A,Nukutepipi,no,NTKU,NKP,,,,Nukutipipi,Pacific/Tahiti
5001,NTMD,medium_airport,Nuku Hiva Airport,-8.7956,-140.229004,220.0,OC,PF,PF-U-A,Nuku Hiva,yes,NTMD,NHV,,,https://en.wikipedia.org/wiki/Nuku_Hiva_Airport,,Pacific/Marquesas
5002,NTMN,medium_airport,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,1481.0,OC,PF,PF-U-A,Hiva Oa Island,yes,NTMN,AUQ,,,https://en.wikipedia.org/wiki/Atuona_Airport,HIX,Pacific/Marquesas
32499,NTMP,small_airport,Ua Pou Airport,-9.35167,-140.078003,16.0,OC,PF,PF-U-A,Ua Pou,yes,NTMP,UAP,,,https://en.wikipedia.org/wiki/Ua_Pou_Airport,,Pacific/Marquesas
32497,NTMU,small_airport,Ua Huka Airport,-8.936228,-139.554062,160.0,OC,PF,PF-U-A,Ua Huka,yes,NTMU,UAH,,,https://en.wikipedia.org/wiki/Ua_Huka_Airport,,Pacific/Marquesas
5003,NTTB,medium_airport,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10.0,OC,PF,PF-U-A,Motu Mute,yes,NTTB,BOB,,,https://en.wikipedia.org/wiki/Bora_Bora_Airport,,Pacific/Tahiti
32480,NTTE,small_airport,Tetiaroa Airport,-17.015095,-149.589372,7.0,OC,PF,PF-U-A,Tetiaroa,no,NTTE,TTI,,,,,Pacific/Tahiti
5004,NTTG,medium_airport,Rangiroa Airport,-14.954299926757812,-147.66099548339844,10.0,OC,PF,PF-U-A,,yes,NTTG,RGI,,,https://en.wikipedia.org/wiki/Rangiroa_Airport,,Pacific/Tahiti
5005,NTTH,medium_airport,Huahine-Fare Airport,-16.687084,-151.021593,7.0,OC,PF,PF-U-A,Fare,yes,NTTH,HUH,,,https://en.wikipedia.org/wiki/Huahine_-_Fare_Airport,,Pacific/Tahiti
5006,NTTM,medium_airport,Moorea Temae Airport,-17.48979,-149.761777,9.0,OC,PF,PF-U-A,Moorea-Maiao,yes,NTTM,MOZ,,,https://en.wikipedia.org/wiki/Moorea_Airport,"Temae Airport, Moorea Temae Airport",Pacific/Tahiti
5007,NTTO,medium_airport,Hao Airport,-18.0748,-140.945999,10.0,OC,PF,PF-U-A,Otepa,yes,NTTO,HOI,,,https://en.wikipedia.org/wiki/Hao_Airport,,Pacific/Tahiti
5008,NTTP,medium_airport,Maupiti Airport,-16.42650032043457,-152.24400329589844,15.0,OC,PF,PF-U-A,,yes,NTTP,MAU,,,https://en.wikipedia.org/wiki/Maupiti_Airport,,Pacific/Tahiti
5009,NTTR,medium_airport,Raiatea Airport,-16.7229,-151.466003,3.0,OC,PF,PF-U-A,Uturoa,yes,NTTR,RFP,,,https://en.wikipedia.org/wiki/Raiatea_Airport,,Pacific/Tahiti
313347,NTTU,small_airport,Tupai Airport,-16.2423,-151.8338,32.0,OC,PF,PF-U-A,Tupai Atoll,no,NTTU,TPX,,,,Motu Iti,Pacific/Tahiti
32053,NTTX,small_airport,Moruroa Airport,-21.80978,-138.813385,7.0,OC,PF,PF-U-A,Moruroa Atoll,no,NTTX,UOA,,,,,Pacific/Tahiti
32573,NTUV,small_airport,Vahitahi Airport,-18.780697,-138.85568,9.0,OC,PF,PF-U-A,Vahitahi,no,NTUV,VHZ,,,,,Pacific/Tahiti
308517,NUG,small_airport,Nuguria Airstrip,-3.4075,154.7383,30.0,OC,PG,PG-NSB,Nuguria Island,no,AYNI,NUG,NGA,,,,Pacific/Bougainville
23322,NV11,small_airport,Yucca Airstrip,36.934661,-116.00596,3919.0,,US,US-NV,Mercury,no,,UCC,,,https://en.wikipedia.org/wiki/Yucca_Airstrip,NV11,America/Los_Angeles
31964,NVSA,small_airport,Mota Lava Airport,-13.6660003662,167.712005615,63.0,OC,VU,VU-TOB,Ablow,yes,NVSA,MTV,,,https://en.wikipedia.org/wiki/Mota_Lava_Airport,,Pacific/Efate
32323,NVSC,small_airport,Sola Airport,-13.8516998291,167.537002563,7.0,OC,VU,VU-TOB,Sola,yes,NVSC,SLH,,,https://en.wikipedia.org/wiki/Vanua_Lava_Airport,Vanua Lava Airport,Pacific/Efate
32469,NVSD,small_airport,Torres Airstrip,-13.3280000687,166.638000488,75.0,OC,VU,VU-TOB,Loh/Linua,yes,NVSD,TOH,,,https://en.wikipedia.org/wiki/Torres_Airport,"Loh Island,",Pacific/Efate
30961,NVSE,small_airport,Siwo Airport,-17.0902996063,168.343002319,7.0,OC,VU,VU-SEE,Emae Island,yes,NVSE,EAE,,,https://en.wikipedia.org/wiki/Siwo_Airport,"Sangafa Airport, Emae Airport",Pacific/Efate
30817,NVSF,small_airport,Craig Cove Airport,-16.264999,167.923996,69.0,OC,VU,VU-MAP,Craig Cove,yes,NVSF,CCV,,,https://en.wikipedia.org/wiki/Craig_Cove_Airport,,Pacific/Efate
31841,NVSG,small_airport,Longana Airport,-15.3066997528,167.966995239,167.0,OC,VU,VU-PAM,Longana,yes,NVSG,LOD,,,https://en.wikipedia.org/wiki/Longana_Airport,,Pacific/Efate
35161,NVSH,small_airport,Sara Airport,-15.4708003998,168.151992798,493.0,OC,VU,VU-PAM,Pentecost Island,yes,NVSH,SSR,,,https://en.wikipedia.org/wiki/Sara_Airport,,Pacific/Efate
35163,NVSI,small_airport,Tavie Airport,-16.438999176,168.257003784,160.0,OC,VU,VU-MAP,Paama Island,yes,NVSI,PBJ,,,https://en.wikipedia.org/wiki/Paama_Airport,Paama Airport,Pacific/Efate
31847,NVSL,small_airport,Lamap Airport,-16.4611228,167.829253,7.0,OC,VU,VU-MAP,Lamap,yes,NVSL,LPM,,,https://en.wikipedia.org/wiki/Malekoula_Airport,Malekoula Airport,Pacific/Efate
31835,NVSM,small_airport,Lamen Bay Airport,-16.584199905400002,168.158996582,7.0,OC,VU,VU-SEE,Lamen Bay,yes,NVSM,LNB,,,https://en.wikipedia.org/wiki/Lamen_Bay_Airport,,Pacific/Efate
35159,NVSN,small_airport,Maewo-Naone Airport,-15.0,168.082992554,509.0,OC,VU,VU-PAM,Maewo Island,yes,NVSN,MWF,,,https://en.wikipedia.org/wiki/Maewo-Naone_Airport,,Pacific/Efate
31836,NVSO,small_airport,Lonorore Airport,-15.8655996323,168.17199707,43.0,OC,VU,VU-PAM,Lonorore,yes,NVSO,LNE,,,https://en.wikipedia.org/wiki/Lonorore_Airport,Pentecost Island,Pacific/Efate
32056,NVSP,small_airport,Norsup Airport,-16.0797,167.401001,23.0,OC,VU,VU-MAP,Norsup,yes,NVSP,NUS,,,https://en.wikipedia.org/wiki/Norsup_Airport,,Pacific/Efate
35158,NVSQ,medium_airport,Gaua Island Airport,-14.218099594099998,167.587005615,100.0,OC,VU,VU-TOB,Gaua Island,yes,NVSQ,ZGU,,,https://en.wikipedia.org/wiki/Gaua_Airport,Banks Islands,Pacific/Efate
32200,NVSR,small_airport,Redcliffe Airport,-15.4720001221,167.835006714,36.0,OC,VU,VU-PAM,Redcliffe,yes,NVSR,RCL,,,https://en.wikipedia.org/wiki/Redcliffe_Airport_(Vanuatu),,Pacific/Efate
5010,NVSS,medium_airport,Santo Pekoa International Airport,-15.505000114399998,167.220001221,184.0,OC,VU,VU-SAM,Luganville,yes,NVSS,SON,,http://www.airports.vu/Santo%20Pekoa/Santo%20Pekoa.htm,https://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport,,Pacific/Efate
32437,NVST,small_airport,Tongoa Airport,-16.8910999298,168.550994873,443.0,OC,VU,VU-SEE,Tongoa Island,yes,NVST,TGH,,,https://en.wikipedia.org/wiki/Tongoa_Airport,,Pacific/Efate
35164,NVSU,small_airport,Uléi Airport,-16.3297,168.3011,170.0,OC,VU,VU-MAP,Ambrym Island,yes,NVSU,ULB,,,https://en.wikipedia.org/wiki/Ulei_Airport,,Pacific/Efate
32583,NVSV,small_airport,Valesdir Airport,-16.796100616500002,168.177001953,10.0,OC,VU,VU-SEE,Epi Island,yes,NVSV,VLS,,,https://en.wikipedia.org/wiki/Valesdir_Airport,,Pacific/Efate
32658,NVSW,small_airport,Walaha Airport,-15.4119997025,167.690994263,151.0,OC,VU,VU-PAM,Walaha,yes,NVSW,WLH,,,https://en.wikipedia.org/wiki/Walaha_Airport,,Pacific/Efate
35162,NVSX,small_airport,Southwest Bay Airport,-16.4864,167.4472,68.0,OC,VU,VU-MAP,Malekula Island,yes,NVSX,SWJ,,,https://en.wikipedia.org/wiki/South_West_Bay_Airport,,Pacific/Efate
35160,NVSZ,small_airport,North West Santo Airport,-14.881699562099998,166.557998657,50.0,OC,VU,VU-SAM,Olpoi,yes,NVSZ,OLJ,,,https://en.wikipedia.org/wiki/Olpoi_Airport,"Lajmoli Airport, Olpoi Airport",Pacific/Efate
30663,NVVA,small_airport,Aneityum Airport,-20.2492008209,169.770996094,7.0,OC,VU,VU-TAE,Anatom Island,yes,NVVA,AUY,,,https://en.wikipedia.org/wiki/Anatom_Airport,"Anelghowhat Airport, Anatom Airport",Pacific/Efate
30665,NVVB,small_airport,Aniwa Airport,-19.2346,169.6009,69.0,OC,VU,VU-TAE,Aniwa,yes,NVVB,AWD,,,https://en.wikipedia.org/wiki/Aniwa_Airport,,Pacific/Efate
30926,NVVD,small_airport,Dillon's Bay Airport,-18.7693996429,169.00100708,630.0,OC,VU,VU-TAE,Dillon's Bay,yes,NVVD,DLY,,,https://en.wikipedia.org/wiki/Dillon's_Bay_Airport,,Pacific/Efate
31209,NVVF,small_airport,Futuna Airport,-19.5163993835,170.231994629,95.0,OC,VU,VU-TAE,Futuna Island,yes,NVVF,FTA,,,https://en.wikipedia.org/wiki/Futuna_Airport,,Pacific/Efate
31682,NVVI,small_airport,Ipota Airport,-18.856389,169.283333,23.0,OC,VU,VU-TAE,Ipota,yes,NVVI,IPA,,,https://en.wikipedia.org/wiki/Ipota_Airport,,Pacific/Efate
5011,NVVV,large_airport,Bauerfield International Airport,-17.699301,168.320007,70.0,OC,VU,VU-SEE,Port Vila,yes,NVVV,VLI,,,https://en.wikipedia.org/wiki/Bauerfield_International_Airport,"Efate Field, Vila Field, McDonald Field, Bauer Field",Pacific/Efate
5012,NVVW,medium_airport,Tanna Airport,-19.45509910583496,169.2239990234375,19.0,OC,VU,VU-TAE,,yes,NVVW,TAH,,,https://en.wikipedia.org/wiki/White_Grass_Airport,,Pacific/Efate
306972,NWT,small_airport,Nowata Airport,-9.984166666669998,149.729166667,2040.0,OC,PG,PG-MBA,Nowata,no,AYNW,NWT,NTA,,,,Pacific/Port_Moresby
32439,NWWA,medium_airport,Tiga Airport,-21.096099853515625,167.8040008544922,128.0,OC,NC,NC-U-A,Tiga,yes,NWWA,TGJ,,,https://en.wikipedia.org/wiki/Tiga_Airport,,Pacific/Noumea
30778,NWWC,medium_airport,Île Art - Waala Airport,-19.720521,163.661077,306.0,OC,NC,NC-U-A,Waala,yes,NWWC,BMY,,,https://en.wikipedia.org/wiki/%C3%8Ele_Art_-_Waala_Airport,Belep Islands Airport,Pacific/Noumea
5013,NWWD,medium_airport,Koné Airport,-21.053551,164.838768,23.0,OC,NC,NC-U-A,Koné,yes,NWWD,KNQ,,,https://en.wikipedia.org/wiki/Kon%C3%A9_Airport,,Pacific/Noumea
5014,NWWE,medium_airport,Île des Pins Airport,-22.58889961242676,167.45599365234375,315.0,OC,NC,NC-U-A,Île des Pins,yes,NWWE,ILP,,,https://en.wikipedia.org/wiki/%C3%8Ele_des_Pins_Airport,,Pacific/Noumea
31605,NWWH,small_airport,Nesson Airport,-21.257288,165.61821,10.0,OC,NC,NC-U-A,Houailou,no,NWWH,HLU,,,,,Pacific/Noumea
5015,NWWK,medium_airport,Koumac Airport,-20.546323,164.255648,42.0,OC,NC,NC-U-A,Koumac,yes,NWWK,KOC,,,https://en.wikipedia.org/wiki/Koumac_Airport,,Pacific/Noumea
5016,NWWL,medium_airport,Lifou Airport,-20.774799346923828,167.24000549316406,92.0,OC,NC,NC-U-A,Lifou,yes,NWWL,LIF,,,https://en.wikipedia.org/wiki/Lifou_Airport,,Pacific/Noumea
5017,NWWM,large_airport,Nouméa Magenta Airport,-22.258301,166.473007,10.0,OC,NC,NC-U-A,Nouméa,yes,NWWM,GEA,,,https://en.wikipedia.org/wiki/Noum%C3%A9a_Magenta_Airport,l'Aéroport de Nouméa Magenta,Pacific/Noumea
32180,NWWP,small_airport,Poum / Malabou Airport,-20.289155,164.09935,6.0,OC,NC,NC-U-A,Malabou,no,NWWP,PUV,,,,,Pacific/Noumea
32150,NWWQ,small_airport,Mueo Airport,-21.316456,164.999399,,OC,NC,NC-U-A,Népoui,no,NWWQ,PDC,,,,,Pacific/Noumea
5018,NWWR,medium_airport,Maré Airport,-21.4817008972168,168.03799438476562,141.0,OC,NC,NC-U-A,Maré,yes,NWWR,MEE,,,https://en.wikipedia.org/wiki/Mar%C3%A9_Airport,,Pacific/Noumea
5019,NWWU,medium_airport,Touho Airport,-20.790127,165.259524,10.0,OC,NC,NC-U-A,Touho,yes,NWWU,TOU,,,https://en.wikipedia.org/wiki/Touho_Airport,,Pacific/Noumea
5020,NWWV,medium_airport,Ouvéa Airport,-20.640600204467773,166.572998046875,23.0,OC,NC,NC-U-A,Ouvéa,yes,NWWV,UVE,,,https://en.wikipedia.org/wiki/Ouv%C3%A9a_Airport,,Pacific/Noumea
5021,NWWW,medium_airport,La Tontouta International Airport,-22.014601,166.212997,52.0,OC,NC,NC-U-A,Nouméa (La Tontouta),yes,NWWW,NOU,,http://www.cci-nc.com/tontouta/index.php,https://en.wikipedia.org/wiki/La_Tontouta_International_Airport,Aéroport de Nouméa - La Tontouta,Pacific/Noumea
429815,NZ-0029,small_airport,Fox Glacier Aerodrome,-43.46111,170.01702,,OC,NZ,NZ-WTC,Fox Glacier,no,NZFO,FGL,,,https://en.wikipedia.org/wiki/Fox_Glacier_Aerodrome,,Pacific/Auckland
5023,NZAA,large_airport,Auckland International Airport,-37.01199,174.786331,23.0,OC,NZ,NZ-AUK,Auckland,yes,NZAA,AKL,,http://www.auckland-airport.co.nz/,https://en.wikipedia.org/wiki/Auckland_International_Airport,,Pacific/Auckland
5024,NZAP,medium_airport,Taupo Airport,-38.73970031738281,176.08399963378906,1335.0,OC,NZ,NZ-WKO,Taupo,yes,NZAP,TUO,,,https://en.wikipedia.org/wiki/Taupo_Airport,,Pacific/Auckland
5025,NZAR,medium_airport,Ardmore Airport,-37.02970123291016,174.97300720214844,111.0,OC,NZ,NZ-AUK,Manurewa,no,NZAR,AMZ,,http://www.nzar.co.nz/,https://en.wikipedia.org/wiki/Ardmore_Airport,,Pacific/Auckland
29672,NZAS,small_airport,Ashburton Aerodrome,-43.90330123901367,171.7969970703125,302.0,OC,NZ,NZ-CAN,,no,NZAS,ASG,,,https://en.wikipedia.org/wiki/Ashburton_Aerodrome,,Pacific/Auckland
5026,NZCH,large_airport,Christchurch International Airport,-43.48939895629883,172.53199768066406,123.0,OC,NZ,NZ-CAN,Christchurch,yes,NZCH,CHC,,http://www.christchurchairport.co.nz/,https://en.wikipedia.org/wiki/Christchurch_International_Airport,,Pacific/Auckland
5027,NZCI,medium_airport,Chatham Islands / Tuuta Airport,-43.81189,-176.46514,43.0,OC,NZ,NZ-WGN,Te One,yes,NZCI,CHT,,,https://en.wikipedia.org/wiki/Chatham_Islands_/_Tuuta_Airport,Karewa,Pacific/Chatham
29804,NZCX,small_airport,Coromandel Aerodrome,-36.79169845581055,175.50900268554688,10.0,OC,NZ,NZ-WKO,,no,NZCX,CMV,,,https://en.wikipedia.org/wiki/Coromandel_Aerodrome,,Pacific/Auckland
29817,NZDA,small_airport,Dargaville Aerodrome,-35.939701080322266,173.8939971923828,10.0,OC,NZ,NZ-NTL,,no,NZDA,DGR,,,https://en.wikipedia.org/wiki/Dargaville_Aerodrome,,Pacific/Auckland
5028,NZDN,medium_airport,Dunedin International Airport,-45.928101,170.197998,4.0,OC,NZ,NZ-OTA,Dunedin,yes,NZDN,DUD,,http://www.dnairport.co.nz/,https://en.wikipedia.org/wiki/Dunedin_International_Airport,,Pacific/Auckland
29877,NZFJ,small_airport,Franz Josef Aerodrome,-43.36309814453125,170.13400268554688,240.0,OC,NZ,NZ-WTC,,no,NZFJ,WHO,,,,,Pacific/Auckland
29913,NZGB,small_airport,Great Barrier Aerodrome,-36.24140167236328,175.4720001220703,20.0,OC,NZ,NZ-AUK,Claris,no,NZGB,GBZ,,,https://en.wikipedia.org/wiki/Great_Barrier_Aerodrome,,Pacific/Auckland
29917,NZGM,small_airport,Greymouth Airport,-42.461700439453125,171.19000244140625,10.0,OC,NZ,NZ-WTC,,no,NZGM,GMN,,,,,Pacific/Auckland
5030,NZGS,medium_airport,Gisborne Airport,-38.66329956054688,177.97799682617188,15.0,OC,NZ,NZ-GIS,Gisborne,yes,NZGS,GIS,,,https://en.wikipedia.org/wiki/Gisborne_Airport,,Pacific/Auckland
5031,NZGT,medium_airport,Glentanner Airport,-43.906700134277344,170.1280059814453,1824.0,OC,NZ,NZ-CAN,Glentanner Station,no,NZGT,GTN,,,https://en.wikipedia.org/wiki/Glentanner_Aerodrome,Lake Pukaki,Pacific/Auckland
5032,NZHK,medium_airport,Hokitika Airfield,-42.713600158691406,170.98500061035156,146.0,OC,NZ,NZ-WTC,,yes,NZHK,HKK,,,https://en.wikipedia.org/wiki/Hokitika_Airport,,Pacific/Auckland
5033,NZHN,medium_airport,Hamilton International Airport,-37.8666992188,175.332000732,172.0,OC,NZ,NZ-WKO,Hamilton,yes,NZHN,HLZ,,http://www.hamiltonairport.co.nz/,https://en.wikipedia.org/wiki/Hamilton_International_Airport,,Pacific/Auckland
30547,NZKE,small_airport,Waiheke Reeve Airport,-36.80889892578125,175.08599853515625,226.0,OC,NZ,NZ-AUK,,no,NZKE,WIK,,,,,Pacific/Auckland
30001,NZKI,small_airport,Kaikoura Airport,-42.42499923706055,173.60499572753906,20.0,OC,NZ,NZ-CAN,,no,NZKI,KBZ,,,,,Pacific/Auckland
5036,NZKK,medium_airport,Kerikeri Airport,-35.259148,173.913317,492.0,OC,NZ,NZ-NTL,Kerikeri,yes,NZKK,KKE,,http://www.kerikeri-airport.co.nz/,https://en.wikipedia.org/wiki/Kerikeri_Airport,Bay of Islands Airport,Pacific/Auckland
30000,NZKO,small_airport,Kaikohe Airport,-35.451099,173.817001,571.0,OC,NZ,NZ-NTL,Kaikohe,no,NZKO,KKO,,,,,Pacific/Auckland
5037,NZKT,medium_airport,Kaitaia Airport,-35.069837,173.287053,270.0,OC,NZ,NZ-NTL,Awanui,yes,NZKT,KAT,,,https://en.wikipedia.org/wiki/Kaitaia_Airport,,Pacific/Auckland
5038,NZLX,medium_airport,Alexandra Aerodrome,-45.210495,169.371113,752.0,OC,NZ,NZ-OTA,Alexandra,no,NZLX,ALR,,,https://en.wikipedia.org/wiki/Alexandra_Aerodrome,,Pacific/Auckland
30124,NZMA,small_airport,Matamata Glider Airport,-37.73440170288086,175.74200439453125,180.0,OC,NZ,NZ-WKO,,no,NZMA,MTA,,,,,Pacific/Auckland
5039,NZMC,medium_airport,Mount Cook Airport,-43.76499938964844,170.13299560546875,2153.0,OC,NZ,NZ-CAN,,no,NZMC,MON,,,,,Pacific/Auckland
30138,NZMF,small_airport,Milford Sound Airport,-44.673301696777344,167.92300415039062,10.0,OC,NZ,NZ-STL,,no,NZMF,MFN,,,,,Pacific/Auckland
30166,NZMK,small_airport,Motueka Airport,-41.12329864501953,172.98899841308594,39.0,OC,NZ,NZ-TAS,,no,NZMK,MZP,,,,,Pacific/Auckland
5040,NZMO,medium_airport,Manapouri Airport,-45.53310012817383,167.64999389648438,687.0,OC,NZ,NZ-STL,,no,NZMO,TEU,,,,,Pacific/Auckland
5041,NZMS,medium_airport,Hood Airport,-40.974634,175.63454,364.0,OC,NZ,NZ-WGN,Masterton,no,NZMS,MRO,,http://www.svas.org.nz/pages/hood_aerodrome_location.htm,https://en.wikipedia.org/wiki/Hood_Aerodrome,,Pacific/Auckland
5042,NZNP,medium_airport,New Plymouth Airport,-39.00859832763672,174.1790008544922,97.0,OC,NZ,NZ-TKI,New Plymouth,yes,NZNP,NPL,,,https://en.wikipedia.org/wiki/New_Plymouth_Airport,,Pacific/Auckland
5043,NZNR,medium_airport,Hawke's Bay Airport,-39.465801,176.869995,6.0,OC,NZ,NZ-HKB,Napier,yes,NZNR,NPE,,http://www.hawkesbay-airport.co.nz/,https://en.wikipedia.org/wiki/Napier_Airport,,Pacific/Auckland
5044,NZNS,medium_airport,Nelson Airport,-41.298302,173.220993,17.0,OC,NZ,NZ-NSN,Nelson,yes,NZNS,NSN,,http://www.nelsonairport.co.nz/,https://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand),,Pacific/Auckland
5045,NZNV,medium_airport,Invercargill Airport,-46.41239929199219,168.31300354003906,5.0,OC,NZ,NZ-STL,Invercargill,yes,NZNV,IVC,,http://www.invercargillairport.co.nz/index.htm,https://en.wikipedia.org/wiki/Invercargill_Airport,,Pacific/Auckland
5046,NZOH,medium_airport,RNZAF Base Ohakea,-40.20600128173828,175.38800048828125,164.0,OC,NZ,NZ-MWT,,no,NZOH,OHA,,http://www.airforce.mil.nz/about/hqbases/boh.htm,https://en.wikipedia.org/wiki/RNZAF_Base_Ohakea,,Pacific/Auckland
5047,NZOU,medium_airport,Oamaru Airport,-44.970001220703125,171.08200073242188,99.0,OC,NZ,NZ-OTA,,yes,NZOU,OAM,,,https://en.wikipedia.org/wiki/Oamaru_Aerodrome,,Pacific/Auckland
5049,NZPM,medium_airport,Palmerston North Airport,-40.320599,175.617004,151.0,OC,NZ,NZ-MWT,Palmerston North,yes,NZPM,PMR,,http://www.pnairport.co.nz/index.php,https://en.wikipedia.org/wiki/Palmerston_North_International_Airport,,Pacific/Auckland
30267,NZPN,small_airport,Picton Aerodrome,-41.346099853516,173.95599365234,161.0,OC,NZ,NZ-MBH,Koromiko,yes,NZPN,PCN,,,https://en.wikipedia.org/wiki/Picton_Aerodrome,,Pacific/Auckland
5050,NZPP,medium_airport,Paraparaumu Airport,-40.90470123291016,174.98899841308594,22.0,OC,NZ,NZ-WGN,,no,NZPP,PPQ,,,https://en.wikipedia.org/wiki/Paraparaumu_Airport,,Pacific/Auckland
5051,NZQN,medium_airport,Queenstown International Airport,-45.021099,168.738998,1171.0,OC,NZ,NZ-OTA,Queenstown,yes,NZQN,ZQN,,,https://en.wikipedia.org/wiki/Queenstown_International_Airport,,Pacific/Auckland
30315,NZRA,small_airport,Raglan Aerodrome,-37.804699,174.860001,10.0,OC,NZ,NZ-WKO,Raglan,no,NZRA,RAG,,,,,Pacific/Auckland
30358,NZRC,small_airport,Ryan's Creek Aerodrome,-46.8997,168.100998,62.0,OC,NZ,NZ-STL,Oban,no,NZRC,SZS,,,https://en.wikipedia.org/wiki/Ryan%27s_Creek_Aerodrome,"stewart island,rakiura",Pacific/Auckland
5052,NZRO,medium_airport,Rotorua Regional Airport,-38.10919952392578,176.31700134277344,935.0,OC,NZ,NZ-BOP,Rotorua,yes,NZRO,ROT,,,https://en.wikipedia.org/wiki/Rotorua_Regional_Airport,,Pacific/Auckland
5055,NZTG,medium_airport,Tauranga Airport,-37.67190170288086,176.1959991455078,13.0,OC,NZ,NZ-BOP,Tauranga,yes,NZTG,TRG,,,https://en.wikipedia.org/wiki/Tauranga_Airport,,Pacific/Auckland
30483,NZTH,small_airport,Thames Aerodrome,-37.156700134277344,175.5500030517578,10.0,OC,NZ,NZ-WKO,,no,NZTH,TMZ,,,,,Pacific/Auckland
30464,NZTK,small_airport,Takaka Airport,-40.81330108642578,172.77499389648438,102.0,OC,NZ,NZ-TAS,,no,NZTK,KTF,,,,,Pacific/Auckland
30489,NZTO,small_airport,Tokoroa Airfield,-38.236698150634766,175.89199829101562,1220.0,OC,NZ,NZ-WKO,Tokoroa,no,NZTO,TKZ,,,,,Pacific/Auckland
30462,NZTS,small_airport,Taharoa Aerodrome,-38.18109893798828,174.70799255371094,69.0,OC,NZ,NZ-WKO,Taharoa,no,NZTS,THH,,,,,Pacific/Auckland
5056,NZTU,medium_airport,Timaru Airport,-44.30279922485352,171.22500610351562,89.0,OC,NZ,NZ-CAN,,yes,NZTU,TIU,,,https://en.wikipedia.org/wiki/Richard_Pearse_Airport,,Pacific/Auckland
5057,NZUK,medium_airport,Pukaki Airport,-44.2350006104,170.117996216,1575.0,OC,NZ,NZ-CAN,Twitzel,no,NZUK,TWZ,,,https://en.wikipedia.org/wiki/Pukaki_Airport,,Pacific/Auckland
5058,NZWB,medium_airport,Woodbourne Airport,-41.5182991027832,173.8699951171875,109.0,OC,NZ,NZ-MBH,Blenheim,yes,NZWB,BHE,,,https://en.wikipedia.org/wiki/Woodbourne_Airport,,Pacific/Auckland
5060,NZWF,medium_airport,Wanaka Airport,-44.722954,169.248419,1142.0,OC,NZ,NZ-OTA,Wanaka,yes,NZWF,WKA,,,https://en.wikipedia.org/wiki/Wanaka_Airport,Luggate Airport,Pacific/Auckland
