id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,timezone
301693,AUJ,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50.0,OC,PG,PG-ESW,Ambunti,no,AYAT,AUJ,AMI,,,,Pacific/Port_Moresby
301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200.0,OC,PG,PG-MBA,,no,AYAG,AUP,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,,Pacific/Port_Moresby
301737,AUV,small_airport,Aumo Airport,-5.731111111110001,148.445277778,450.0,OC,PG,PG-WBK,Aumo,no,AYUM,AUV,AUMO,,,,Pacific/Port_Moresby
301838,AWE,small_airport,Alowe Airport,-0.545,9.444,600.0,AF,GA,GA-3,Wonga Wongué Presidential Reserve,no,FOGW,AWE,,,,,Africa/Libreville
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,,Asia/Shanghai
352222,AXO,small_airport,Pantar Kabir Airport,-8.244832,124.219108,18.0,AS,ID,ID-NT,Kabir,no,WATP,AXO,,,,,Asia/Makassar
307980,AYAQ,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100.0,OC,PG,PG-EPW,,no,AYAQ,KPM,KOM,,,,Pacific/Port_Moresby
53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport,,Pacific/Bougainville
311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900.0,OC,PG,PG-MPL,Biaru,no,AYBR,BRP,BRU,,,,Pacific/Port_Moresby
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,,Pacific/Port_Moresby
313962,AYDK,small_airport,Munduku Airport,-4.6204,143.4516,100.0,OC,PG,PG-ESW,Munduku,no,AYDK,MDM,MUN,,,,Pacific/Port_Moresby
311717,AYDL,small_airport,Kondobol Airport,-8.5336,142.5049,132.0,OC,PG,PG-WPD,Kondobol,no,AYDL,KPF,KDB,,,"Kondubol, Kondobal",Pacific/Port_Moresby
311110,AYDN,small_airport,Dinangat Airport,-6.1546,146.6772,5309.0,OC,PG,PG-MPL,Dinangat,no,AYDN,DNU,DIN,,,Diningat,Pacific/Port_Moresby
311116,AYDO,small_airport,Doini Airport,-10.7009,150.7218,31.0,OC,PG,PG-MBA,Castori Islets,no,AYDO,DOI,DOI,,,,Pacific/Port_Moresby
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20.0,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport,,Pacific/Port_Moresby
311135,AYEB,small_airport,Embessa Airport,-9.447,148.7628,131.0,OC,PG,PG-NPP,Embessa,no,AYEB,EMS,EMB,,,,Pacific/Port_Moresby
308012,AYED,small_airport,Edwaki Airport,-3.883986,141.792234,190.0,OC,PG,PG-SAN,Yellow River Mission,no,AYED,XYR,EWK,,,,Pacific/Port_Moresby
311132,AYEL,small_airport,Eliptamin Airport,-5.0412,141.6779,4825.0,OC,PG,PG-SAN,Eliptamin,no,AYEL,EPT,ELP,,,,Pacific/Port_Moresby
311202,AYEN,small_airport,Engati Airstrip,-6.9179,146.1053,3715.0,OC,PG,PG-MPL,Engati,no,AYEN,EGA,EGT,,,,Pacific/Port_Moresby
311200,AYEO,small_airport,Emo River Airstrip,-9.1234,148.0415,2240.0,OC,PG,PG-NPP,Emo Mission,no,AYEO,EMO,EMO,,,,Pacific/Port_Moresby
311205,AYER,small_airport,Erume Airport,-8.2538,146.9747,6690.0,OC,PG,PG-CPM,Erume,no,AYER,ERU,EME,,,,Pacific/Port_Moresby
313974,AYES,small_airport,Meselia Airport,-6.1364,149.1183,180.0,OC,PG,PG-WBK,Demgulu,no,AYES,MFZ,,,,"Mesalia, Mesilia",Pacific/Port_Moresby
311370,AYFE,small_airport,Feramin Airport,-5.208,141.6988,4655.0,OC,PG,PG-SAN,Feramin,no,AYFE,FRQ,FMN,,,Feranmin,Pacific/Port_Moresby
307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217.0,OC,PG,PG-ESW,Frieda River,no,AYFR,FAQ,FRR,,https://en.wikipedia.org/wiki/Frieda_River_Airport,,Pacific/Port_Moresby
311384,AYFU,small_airport,Fuma Airport,-6.3933,142.4408,466.0,OC,PG,PG-WPD,Fuma,no,AYFU,FUM,FUMA,,,,Pacific/Port_Moresby
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,,,https://en.wikipedia.org/wiki/Goroka_Airport,,Pacific/Port_Moresby
311430,AYGF,small_airport,Guari Airport,-8.1286,146.8722,6450.0,OC,PG,PG-CPM,Guari,no,AYGF,GUG,GAI,,,,Pacific/Port_Moresby
308005,AYGG,small_airport,Garasa Airport,-7.980713,147.213461,2539.0,OC,PG,PG-MPL,Au,no,AYGG,GRL,GSA,,,,Pacific/Port_Moresby
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,,,https://en.wikipedia.org/wiki/Gurney_Airport,,Pacific/Port_Moresby
307709,AYGP,small_airport,Gusap Airport,-6.053196,145.959047,1504.0,OC,PG,PG-MPL,Gusap,no,AYGP,GAP,GSP,,https://en.wikipedia.org/wiki/Gusap_Airport,,Pacific/Port_Moresby
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,,Pacific/Port_Moresby
311386,AYGS,small_airport,Gasuke Airport,-6.1028,141.7393,157.0,OC,PG,PG-WPD,Gasuke,no,AYGS,GBC,GSK,,,,Pacific/Port_Moresby
311468,AYHB,small_airport,Habi Airport,-6.32,142.4893,993.0,OC,PG,PG-WPD,Habi,no,AYHB,HBD,HABI,,,,Pacific/Port_Moresby
311487,AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480.0,OC,PG,PG-MPL,Heiweni,no,AYHE,HNI,HWI,,,,Pacific/Port_Moresby
312918,AYHH,small_airport,Honinabi Airport,-6.2457,142.1771,452.0,OC,PG,PG-WPD,Honinabi,no,AYHH,HNN,HBI,,,Honinabe,Pacific/Port_Moresby
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66.0,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,,,https://en.wikipedia.org/wiki/Hoskins_Airport,,Pacific/Port_Moresby
311472,AYHO,small_airport,Haivaro Airport,-6.9406,143.059,180.0,OC,PG,PG-GPK,Haivaro,no,AYHO,HIT,HWO,,,Haiwaro,Pacific/Port_Moresby
312938,AYII,small_airport,Imane Airport,-6.7524,146.1072,3860.0,OC,PG,PG-MPL,Imane,no,AYII,IMN,IMN,,,Imani,Pacific/Port_Moresby
313419,AYIM,small_airport,Kungim Airport,-5.671,141.03,349.0,OC,PG,PG-WPD,Kungim,no,AYIM,KGM,KNM,,,Kungum,Pacific/Port_Moresby
312964,AYIO,small_airport,Imonda Airport,-3.328,141.1573,990.0,OC,PG,PG-SAN,Imonda,no,AYIO,IMD,IMO,,,,Pacific/Port_Moresby
302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20.0,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,KIA,,https://en.wikipedia.org/wiki/Kieta_Airport,,Pacific/Bougainville
312934,AYIU,small_airport,Ialibu Airport,-6.2782,143.9944,6736.0,OC,PG,PG-SHM,Ialibu,no,AYIU,IAL,IBU,,,Lalibu,Pacific/Port_Moresby
319533,AYIX,small_airport,Witu Airport,-4.689522,149.440112,25.0,OC,PG,PG-WBK,Garove Island,no,AYIX,WIU,WITU,,,,Pacific/Port_Moresby
311794,AYJO,small_airport,Yongai Airport,-8.5289,147.4603,6500.0,OC,PG,PG-CPM,Yongai,no,AYJO,KGH,YON,,,,Pacific/Port_Moresby
35188,AYKA,small_airport,Losuia Airport,-8.505820274353027,151.08099365234375,27.0,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,,,https://en.wikipedia.org/wiki/Losuia_Airport,Formerly Kiriwina Airport,Pacific/Port_Moresby
308795,AYKG,small_airport,Kopiago Airport,-5.3883,142.4977,4445.0,OC,PG,PG-HE,Kopiago,no,AYKG,KPA,KGO,,,,Pacific/Port_Moresby
35185,AYKI,small_airport,Kiunga Airport,-6.1257100105285645,141.28199768066406,88.0,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,,,https://en.wikipedia.org/wiki/Kiunga_Airport,,Pacific/Port_Moresby
308592,AYKJ,small_airport,Kanainj Airport,-5.2903,144.7072,4064.0,OC,PG,PG-MPM,Kanainj,no,AYKJ,KNE,KNJ,,,,Pacific/Port_Moresby
35184,AYKK,small_airport,Kikori Airport,-7.424379825592041,144.2500762939453,50.0,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,,,,,Pacific/Port_Moresby
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10.0,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,,,https://en.wikipedia.org/wiki/Kerema_Airport,,Pacific/Port_Moresby
308594,AYKR,small_airport,Kar Kar Airport,-4.557,145.9404,130.0,OC,PG,PG-MPM,Kar Kar Island,no,AYKR,KRX,KKR,,,,Pacific/Port_Moresby
308319,AYKU,small_airport,Kuri Airport,-7.135083,143.276111,35.0,OC,PG,PG-GPK,Kuri,no,AYKU,KUQ,KURI,,,,Pacific/Port_Moresby
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7.0,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,,,https://en.wikipedia.org/wiki/Kavieng_Airport,,Pacific/Port_Moresby
31837,AYKY,small_airport,Londolovit Airport,-3.04361009598,152.628997803,167.0,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,,,https://en.wikipedia.org/wiki/Lihir_Island_Airport,"Lihir Island, Kunaye",Pacific/Port_Moresby
312686,AYLB,small_airport,Lab Lab Airport,-5.7204,148.0566,160.0,OC,PG,PG-MPL,Lab Lab Mission,no,AYLB,LAB,LAB,,,Lablab,Pacific/Port_Moresby
313841,AYLO,small_airport,Lowai Airport,-6.3344,146.6458,2900.0,OC,PG,PG-MPL,Lowai,no,AYLO,LWI,LOW,,,,Pacific/Port_Moresby
313927,AYLP,small_airport,Leron Plains Airport,-6.3917,146.3434,680.0,OC,PG,PG-MPL,Leron Plains,no,AYLP,LPN,LPS,,,,Pacific/Port_Moresby
313944,AYLS,small_airport,Lese Airport,-8.2799,146.2765,40.0,OC,PG,PG-GPK,Lese,no,AYLS,LNG,LESE,,,,Pacific/Port_Moresby
313946,AYLX,small_airport,Long Island Airport,-5.3604,147.0177,116.0,OC,PG,PG-MPM,Long Island,no,AYLX,LSJ,LIS,,,,Pacific/Port_Moresby
314134,AYMA,small_airport,Manari Airport,-9.1908,147.6219,2630.0,OC,PG,PG-CPM,Manari,no,AYMA,MRM,MRI,,,Manare,Pacific/Port_Moresby
312797,AYMB,small_airport,Morobe Airport,-7.74,147.59,8.0,OC,PG,PG-MPL,Morobe,no,AYMB,OBM,MBE,,,,Pacific/Port_Moresby
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport,,Pacific/Port_Moresby
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388.0,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,,Pacific/Port_Moresby
308188,AYML,small_airport,Mougulu Airport,-6.280859,142.420775,825.0,OC,PG,PG-WPD,Mougulu,no,AYML,GUV,MGU,,,,Pacific/Port_Moresby
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680.0,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,,,https://en.wikipedia.org/wiki/Mendi_Airport,,Pacific/Port_Moresby
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12.0,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,,,https://en.wikipedia.org/wiki/Momote_Airport,,Pacific/Port_Moresby
31981,AYMR,small_airport,Moro Airport,-6.36332988739,143.238006592,2740.0,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,,,https://en.wikipedia.org/wiki/Moro_Airport,,Pacific/Port_Moresby
31911,AYMS,small_airport,Misima Island Airport,-10.6892004013,152.837997437,26.0,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,,,https://en.wikipedia.org/wiki/Misima_Airport,,Pacific/Port_Moresby
308796,AYMW,small_airport,Marawaka Airport,-6.9736,145.8849,6050.0,OC,PG,PG-EHG,Marawaka,no,AYMW,MWG,MWK,,,,Pacific/Port_Moresby
316543,AYNA,small_airport,Nankina Airport,-5.837,146.4533,5800.0,OC,PG,PG-MPM,Gwarawon,no,AYNA,NKN,NKN,,,,Pacific/Port_Moresby
308173,AYNE,small_airport,Negarbo(Negabo) Airport,-6.567778,144.703058,4500.0,OC,PG,PG-CPK,Negarbo,no,AYNE,GBF,NBO,,,,Pacific/Port_Moresby
308139,AYNG,small_airport,Manguna Airport,-5.577778,151.792333,187.0,OC,PG,PG-EBR,Manguna,no,AYNG,MFO,MGA,,https://en.wikipedia.org/wiki/Manguna_Airport,,Pacific/Port_Moresby
311620,AYNM,small_airport,Kasonombe Airport,-6.3819,146.9859,5800.0,OC,PG,PG-MPL,Kasonombe,no,AYNM,KSB,KNB,,,,Pacific/Port_Moresby
308583,AYNO,small_airport,Nomane Airport,-6.32183,145.070667,6032.0,OC,PG,PG-CPK,Namane,no,AYNO,NMN,NOM,,,,Pacific/Port_Moresby
313487,AYNY,small_airport,Nambaiyufa Airport,-6.2412,145.2424,5550.0,OC,PG,PG-CPK,Nambaiyufa,no,AYNY,NBA,NBF,,,,Pacific/Port_Moresby
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO,Pacific/Port_Moresby
313220,AYOE,small_airport,Konge Airport,-6.2239,147.2152,5900.0,OC,PG,PG-MPL,Konge,no,AYOE,KGB,KGE,,,,Pacific/Port_Moresby
311909,AYOJ,small_airport,Oksapmin Airport,-5.2261,142.2259,5140.0,OC,PG,PG-SAN,Oksapmin,no,AYOJ,OKP,OKN,,,,Pacific/Port_Moresby
313218,AYOK,small_airport,Komako Airport,-7.3984,145.8827,3960.0,OC,PG,PG-GPK,Komako,no,AYOK,HOC,KMA,,,,Pacific/Port_Moresby
311706,AYOQ,small_airport,Komaio Airport,-7.2714,143.5952,28.0,OC,PG,PG-GPK,Komaio,no,AYOQ,KCJ,KOI,,,,Pacific/Port_Moresby
313288,AYOW,small_airport,Koroba Airport,-5.6952,142.7441,5638.0,OC,PG,PG-HE,Koroba,no,AYOW,KDE,,,,,Pacific/Port_Moresby
331003,AYOY,small_airport,Open Bay Airport,-4.794727,151.696195,33.0,OC,PG,PG-EBR,Maitanakunai,no,AYOY,OPB,OBY,,,,Pacific/Port_Moresby
311954,AYPC,small_airport,Pangoa Airport,-7.0226,141.5605,60.0,OC,PG,PG-WPD,Pangoa,no,AYPC,PGB,PGA,,,,Pacific/Port_Moresby
316621,AYPG,small_airport,Pangia Airport,-6.386,144.1084,5340.0,OC,PG,PG-SHM,Pangia,no,AYPG,PGN,PNA,,,,Pacific/Port_Moresby
312804,AYPO,small_airport,Mapoda Airport,-7.979,143.1694,45.0,OC,PG,PG-WPD,Mapoda,no,AYPO,MPF,MPO,,,Mapodo,Pacific/Port_Moresby
312000,AYPQ,small_airport,Pumani Airport,-9.7469,149.4766,427.0,OC,PG,PG-MBA,Pumani,no,AYPQ,PMN,PMN,,,,Pacific/Port_Moresby
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,,Pacific/Port_Moresby
312128,AYQO,small_airport,Sopu Airport,-8.3038,147.1659,6580.0,OC,PG,PG-CPM,Sopu,no,AYQO,SPH,SOPU,,,,Pacific/Port_Moresby
312022,AYQS,small_airport,Sialum Airport,-6.0908,147.5955,170.0,OC,PG,PG-MPL,Sialum,no,AYQS,SXA,SLU,,,,Pacific/Port_Moresby
307082,AYRG,small_airport,Rumginae Airport,-5.89722222222,141.271666667,160.0,OC,PG,PG-WPD,,no,AYRG,RMN,RMG,,,,Pacific/Port_Moresby
308137,AYRI,small_airport,Karimui Airport,-6.4921,144.823,3640.0,OC,PG,PG-CPK,Karimui,no,AYRI,KMR,KRI,,,,Pacific/Port_Moresby
313207,AYRM,small_airport,Maramuni Airport,-5.13,143.4829,5160.0,OC,PG,PG-EPW,Maramuni,no,AYRM,MWI,MAR,,,,Pacific/Port_Moresby
311745,AYRV,small_airport,May River Airstrip,-4.3615,141.785,107.0,OC,PG,PG-ESW,May River,no,AYRV,MRH,MRV,,,,Pacific/Port_Moresby
307595,AYSA,small_airport,Suabi Airport,-6.10444444444,142.278333333,465.0,OC,PG,PG-WPD,,no,AYSA,SBE,SUA,,,,Pacific/Port_Moresby
307120,AYSE,small_airport,Simberi Airport,-2.66222222222,151.997777778,10.0,OC,PG,PG-NIK,Simberi Island,no,AYSE,NIS,SBI,,,,Pacific/Port_Moresby
307114,AYSG,small_airport,Sila Airport,-9.07355555556,148.38925,2230.0,OC,PG,PG-NPP,Sila Mission,no,AYSG,SIL,SILA,,,,Pacific/Port_Moresby
312961,AYSH,small_airport,Sabah Airport,-5.5765,155.0489,10.0,OC,PG,PG-NSB,Sabah,no,AYSH,SBV,SAB,,,,Pacific/Bougainville
307115,AYSJ,small_airport,Simbai Airport,-5.278611111110001,144.544722222,5804.0,OC,PG,PG-MPM,Simbai,no,AYSJ,SIM,SAI,,,,Pacific/Port_Moresby
313471,AYSO,small_airport,Selbang Airport,-5.315,141.752,5130.0,OC,PG,PG-WPD,Selbang,no,AYSO,SBC,SEL,,,,Pacific/Port_Moresby
314638,AYSQ,small_airport,Sepik Plains Airport,-3.8821,143.6734,230.0,OC,PG,PG-ESW,Sepik Plains,no,AYSQ,SPV,SPP,,,,Pacific/Port_Moresby
315130,AYSV,small_airport,Sauren Airport,-5.9701,148.8543,46.0,OC,PG,PG-WBK,Sauren,no,AYSV,SXW,SAU,,,Souren,Pacific/Port_Moresby
313953,AYSX,small_airport,Masa Airport,-6.345,147.591,5900.0,OC,PG,PG-MPL,Masa,no,AYSX,MBV,MASA,,,,Pacific/Port_Moresby
32451,AYTA,small_airport,Tari Airport,-5.84499979019,142.947998047,5500.0,OC,PG,PG-HE,Tari,yes,AYTA,TIZ,,,,,Pacific/Port_Moresby
32425,AYTB,small_airport,Tabubil Airport,-5.27861,141.225998,1570.0,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,,,https://en.wikipedia.org/wiki/Tabubil_Airport,,Pacific/Port_Moresby
307594,AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,3100.0,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,TAP,,https://en.wikipedia.org/wiki/Tapini_Airport,,Pacific/Port_Moresby
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49.0,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,,,https://en.wikipedia.org/wiki/Rabaul_Airport,,Pacific/Port_Moresby
307593,AYTN,small_airport,Tekin Airport,-5.24366666667,142.165194444,5785.0,OC,PG,PG-SAN,Tekin,no,AYTN,TKW,TEK,,,,Pacific/Port_Moresby
309953,AYTP,small_airport,Tep Tep Airport,-5.9553,146.5595,7011.0,OC,PG,PG-MPM,Teptep,no,AYTP,TEP,TEP,,,,Pacific/Port_Moresby
312313,AYTS,small_airport,Tsewi Airport,-7.0695,146.1272,4185.0,OC,PG,PG-MPL,Tsewi,no,AYTS,TSW,TSE,,,,Pacific/Port_Moresby
312249,AYTT,small_airport,Tarakbits Airport,-5.614,141.0421,281.0,OC,PG,PG-WPD,Tarakbits,no,AYTT,TRJ,TRT,,,"Tarakpits, Tarabits",Pacific/Port_Moresby
312256,AYTW,small_airport,Tawa Airport,-7.4463,146.1067,5020.0,OC,PG,PG-MPL,Tawa,no,AYTW,TWY,TAWA,,,,Pacific/Port_Moresby
312258,AYTZ,small_airport,Tekadu Airport,-7.6808,146.5503,1310.0,OC,PG,PG-MPL,Tekadu,no,AYTZ,TKB,TKD,,,,Pacific/Port_Moresby
301673,AYU,small_airport,Aiyura Airport,-6.33805555556,145.904166667,5355.0,OC,PG,PG-EHG,Aiyura Valley,no,AYAY,AYU,AYU,,https://en.wikipedia.org/wiki/Aiyura_Airport,"Ukarumpa, Onmuna",Pacific/Port_Moresby
312334,AYUC,small_airport,Umba Airport,-7.0214,145.966,5950.0,OC,PG,PG-MPL,Umba,no,AYUC,UMC,UMBA,,,,Pacific/Port_Moresby
312379,AYUE,small_airport,Uroubi Airport,-9.5162,148.5591,481.0,OC,PG,PG-NPP,Uroubi,no,AYUE,URU,URO,,,,Pacific/Port_Moresby
312336,AYUR,small_airport,Upiara Airport,-8.5411,142.6503,52.0,OC,PG,PG-WPD,Upiara,no,AYUR,UPR,UPA,,,,Pacific/Port_Moresby
312427,AYUZ,small_airport,Uvol Airport,-6.0178,150.9557,15.0,OC,PG,PG-EBR,Uvol,no,AYUZ,UVO,UVOL,,,,Pacific/Port_Moresby
314791,AYVL,small_airport,Talasea Airport,-5.2726,150.0089,44.0,OC,PG,PG-WBK,Talasea,no,AYVL,TLW,TLS,,,,Pacific/Port_Moresby
312309,AYVM,small_airport,Torembi Airport,-4.0165,143.1329,90.0,OC,PG,PG-ESW,Torembi,no,AYVM,TCJ,TBI,,,,Pacific/Port_Moresby
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10.0,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,,,https://en.wikipedia.org/wiki/Vanimo_Airport,,Pacific/Port_Moresby
312307,AYVO,small_airport,Tonu Airport,-6.6552,155.4326,300.0,OC,PG,PG-NSB,Tonu,no,AYVO,TON,TONU,,,,Pacific/Bougainville
307286,AYWB,small_airport,Wabo Airport,-6.98944444444,145.075111111,132.0,OC,PG,PG-GPK,Wabo,no,AYWB,WAO,WABO,,,,Pacific/Port_Moresby
70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889.0,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,,Pacific/Port_Moresby
316464,AYWF,small_airport,Wawoi Falls Airport,-6.9523,142.6557,370.0,OC,PG,PG-WPD,Wavoi Falls,no,AYWF,WAJ,WWF,,,Wavwoi Falls,Pacific/Port_Moresby
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19.0,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,,Pacific/Port_Moresby
307586,AYWO,small_airport,Wonenara Airport,-6.796861111110001,145.891944444,5028.0,OC,PG,PG-EHG,Wonenara,no,AYWO,WOA,WOA,,,,Pacific/Port_Moresby
320097,AYWQ,small_airport,Wakunai Airport,-5.8603,155.2223,20.0,OC,PG,PG-NSB,Wakunai,no,AYWQ,WKN,WAI,,,,Pacific/Bougainville
307291,AYWS,small_airport,Wasu Airport,-5.96170944919,147.19822526,34.0,OC,PG,PG-MPL,Wasu,no,AYWS,WSU,WASU,,,,Pacific/Port_Moresby
